,filename,x,y,w,h,images
34,9.jpg,315,615,163,96,"[[[117 130 138]
  [117 130 138]
  [117 130 138]
  ...
  [122 118 117]
  [122 118 117]
  [123 119 118]]

 [[117 130 138]
  [117 130 138]
  [118 131 139]
  ...
  [122 118 117]
  [123 119 118]
  [123 119 118]]

 [[117 130 138]
  [118 131 139]
  [118 131 139]
  ...
  [121 117 116]
  [122 118 117]
  [123 119 118]]

 ...

 [[ 29  35  59]
  [ 25  31  55]
  [ 20  26  50]
  ...
  [185 181 178]
  [183 179 176]
  [180 176 173]]

 [[ 30  35  57]
  [ 25  30  52]
  [ 19  24  46]
  ...
  [185 181 178]
  [183 179 176]
  [179 175 172]]

 [[ 30  35  57]
  [ 24  29  51]
  [ 18  23  45]
  ...
  [186 182 179]
  [182 178 175]
  [178 174 171]]]"
35,9.jpg,526,315,63,131,"[[[117 130 138]
  [117 130 138]
  [117 130 138]
  ...
  [122 118 117]
  [122 118 117]
  [123 119 118]]

 [[117 130 138]
  [117 130 138]
  [118 131 139]
  ...
  [122 118 117]
  [123 119 118]
  [123 119 118]]

 [[117 130 138]
  [118 131 139]
  [118 131 139]
  ...
  [121 117 116]
  [122 118 117]
  [123 119 118]]

 ...

 [[ 29  35  59]
  [ 25  31  55]
  [ 20  26  50]
  ...
  [185 181 178]
  [183 179 176]
  [180 176 173]]

 [[ 30  35  57]
  [ 25  30  52]
  [ 19  24  46]
  ...
  [185 181 178]
  [183 179 176]
  [179 175 172]]

 [[ 30  35  57]
  [ 24  29  51]
  [ 18  23  45]
  ...
  [186 182 179]
  [182 178 175]
  [178 174 171]]]"
36,10.jpg,243,594,438,108,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 33  38  32]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 32  37  31]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [ 29  34  28]
  [ 31  36  30]
  [ 31  36  30]]

 ...

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 53  49  46]
  [ 53  49  46]
  [ 53  49  46]]]"
37,10.jpg,303,200,82,51,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 33  38  32]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 32  37  31]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [ 29  34  28]
  [ 31  36  30]
  [ 31  36  30]]

 ...

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 53  49  46]
  [ 53  49  46]
  [ 53  49  46]]]"
38,10.jpg,255,271,98,41,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 33  38  32]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 32  37  31]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [ 29  34  28]
  [ 31  36  30]
  [ 31  36  30]]

 ...

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 53  49  46]
  [ 53  49  46]
  [ 53  49  46]]]"
39,10.jpg,211,211,183,283,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 33  38  32]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 32  37  31]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [ 29  34  28]
  [ 31  36  30]
  [ 31  36  30]]

 ...

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 53  49  46]
  [ 53  49  46]
  [ 53  49  46]]]"
40,10.jpg,209,495,409,46,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 33  38  32]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 32  37  31]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [ 29  34  28]
  [ 31  36  30]
  [ 31  36  30]]

 ...

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 53  49  46]
  [ 53  49  46]
  [ 53  49  46]]]"
41,10.jpg,649,503,57,39,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 33  38  32]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 32  37  31]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [ 29  34  28]
  [ 31  36  30]
  [ 31  36  30]]

 ...

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 53  49  46]
  [ 53  49  46]
  [ 53  49  46]]]"
42,10.jpg,146,293,63,53,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 33  38  32]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 32  37  31]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [ 29  34  28]
  [ 31  36  30]
  [ 31  36  30]]

 ...

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 53  49  46]
  [ 53  49  46]
  [ 53  49  46]]]"
43,10.jpg,664,363,103,29,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 33  38  32]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 32  37  31]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [ 29  34  28]
  [ 31  36  30]
  [ 31  36  30]]

 ...

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 53  49  46]
  [ 53  49  46]
  [ 53  49  46]]]"
44,10.jpg,519,670,151,108,"[[[252 255 255]
  [221 222 226]
  [255 253 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 33  38  32]]

 [[247 255 255]
  [238 243 246]
  [255 255 255]
  ...
  [ 30  35  29]
  [ 32  37  31]
  [ 32  37  31]]

 [[229 249 247]
  [244 255 255]
  [237 246 245]
  ...
  [ 29  34  28]
  [ 31  36  30]
  [ 31  36  30]]

 ...

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 54  50  47]
  [ 54  50  47]
  [ 54  50  47]]

 [[ 45  46  41]
  [ 45  46  41]
  [ 45  46  41]
  ...
  [ 53  49  46]
  [ 53  49  46]
  [ 53  49  46]]]"
45,11.jpg,279,214,557,106,"[[[  0   0   0]
  [  0   0   0]
  [  2   2   2]
  ...
  [ 48  53  46]
  [ 39  44  37]
  [ 32  38  28]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [ 99 104  98]
  [ 67  72  65]
  [ 46  52  42]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [177 179 174]
  [120 122 117]
  [ 73  76  69]]

 ...

 [[ 25  14  10]
  [ 27  16  12]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 66  59  41]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 31  20  16]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]]"
46,11.jpg,320,534,471,161,"[[[  0   0   0]
  [  0   0   0]
  [  2   2   2]
  ...
  [ 48  53  46]
  [ 39  44  37]
  [ 32  38  28]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [ 99 104  98]
  [ 67  72  65]
  [ 46  52  42]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [177 179 174]
  [120 122 117]
  [ 73  76  69]]

 ...

 [[ 25  14  10]
  [ 27  16  12]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 66  59  41]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 31  20  16]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]]"
47,11.jpg,921,272,96,77,"[[[  0   0   0]
  [  0   0   0]
  [  2   2   2]
  ...
  [ 48  53  46]
  [ 39  44  37]
  [ 32  38  28]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [ 99 104  98]
  [ 67  72  65]
  [ 46  52  42]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [177 179 174]
  [120 122 117]
  [ 73  76  69]]

 ...

 [[ 25  14  10]
  [ 27  16  12]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 66  59  41]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 31  20  16]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]]"
48,11.jpg,291,327,288,197,"[[[  0   0   0]
  [  0   0   0]
  [  2   2   2]
  ...
  [ 48  53  46]
  [ 39  44  37]
  [ 32  38  28]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [ 99 104  98]
  [ 67  72  65]
  [ 46  52  42]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [177 179 174]
  [120 122 117]
  [ 73  76  69]]

 ...

 [[ 25  14  10]
  [ 27  16  12]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 66  59  41]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 31  20  16]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]]"
49,11.jpg,598,330,182,140,"[[[  0   0   0]
  [  0   0   0]
  [  2   2   2]
  ...
  [ 48  53  46]
  [ 39  44  37]
  [ 32  38  28]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [ 99 104  98]
  [ 67  72  65]
  [ 46  52  42]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [177 179 174]
  [120 122 117]
  [ 73  76  69]]

 ...

 [[ 25  14  10]
  [ 27  16  12]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 66  59  41]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 31  20  16]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]]"
50,11.jpg,159,719,118,115,"[[[  0   0   0]
  [  0   0   0]
  [  2   2   2]
  ...
  [ 48  53  46]
  [ 39  44  37]
  [ 32  38  28]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [ 99 104  98]
  [ 67  72  65]
  [ 46  52  42]]

 [[  0   0   0]
  [  1   1   1]
  [  2   2   2]
  ...
  [177 179 174]
  [120 122 117]
  [ 73  76  69]]

 ...

 [[ 25  14  10]
  [ 27  16  12]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 66  59  41]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 30  19  15]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]

 [[ 25  14  10]
  [ 28  17  13]
  [ 31  20  16]
  ...
  [ 65  58  40]
  [ 66  59  41]
  [ 67  60  42]]]"
51,12.jpg,319,236,113,241,"[[[25 25 23]
  [25 25 23]
  [25 25 23]
  ...
  [17 16 21]
  [17 16 21]
  [17 16 21]]

 [[25 25 23]
  [25 25 23]
  [25 25 23]
  ...
  [17 16 21]
  [17 16 21]
  [17 16 21]]

 [[26 25 23]
  [26 25 23]
  [26 25 23]
  ...
  [18 17 22]
  [18 17 22]
  [18 17 22]]

 ...

 [[68 63 60]
  [64 59 56]
  [62 57 54]
  ...
  [68 58 57]
  [67 57 56]
  [68 58 57]]

 [[69 64 61]
  [64 59 56]
  [62 57 54]
  ...
  [68 58 57]
  [67 57 56]
  [67 57 56]]

 [[69 64 61]
  [64 59 56]
  [62 57 54]
  ...
  [68 58 57]
  [67 57 56]
  [67 57 56]]]"
52,12.jpg,423,219,163,122,"[[[25 25 23]
  [25 25 23]
  [25 25 23]
  ...
  [17 16 21]
  [17 16 21]
  [17 16 21]]

 [[25 25 23]
  [25 25 23]
  [25 25 23]
  ...
  [17 16 21]
  [17 16 21]
  [17 16 21]]

 [[26 25 23]
  [26 25 23]
  [26 25 23]
  ...
  [18 17 22]
  [18 17 22]
  [18 17 22]]

 ...

 [[68 63 60]
  [64 59 56]
  [62 57 54]
  ...
  [68 58 57]
  [67 57 56]
  [68 58 57]]

 [[69 64 61]
  [64 59 56]
  [62 57 54]
  ...
  [68 58 57]
  [67 57 56]
  [67 57 56]]

 [[69 64 61]
  [64 59 56]
  [62 57 54]
  ...
  [68 58 57]
  [67 57 56]
  [67 57 56]]]"
53,12.jpg,373,509,159,163,"[[[25 25 23]
  [25 25 23]
  [25 25 23]
  ...
  [17 16 21]
  [17 16 21]
  [17 16 21]]

 [[25 25 23]
  [25 25 23]
  [25 25 23]
  ...
  [17 16 21]
  [17 16 21]
  [17 16 21]]

 [[26 25 23]
  [26 25 23]
  [26 25 23]
  ...
  [18 17 22]
  [18 17 22]
  [18 17 22]]

 ...

 [[68 63 60]
  [64 59 56]
  [62 57 54]
  ...
  [68 58 57]
  [67 57 56]
  [68 58 57]]

 [[69 64 61]
  [64 59 56]
  [62 57 54]
  ...
  [68 58 57]
  [67 57 56]
  [67 57 56]]

 [[69 64 61]
  [64 59 56]
  [62 57 54]
  ...
  [68 58 57]
  [67 57 56]
  [67 57 56]]]"
54,13.jpg,377,171,284,687,"[[[125 111  84]
  [122 108  81]
  [117 103  76]
  ...
  [ 42  42  42]
  [ 42  42  42]
  [ 42  42  42]]

 [[125 111  84]
  [122 108  81]
  [117 103  76]
  ...
  [ 42  42  42]
  [ 42  42  42]
  [ 42  42  42]]

 [[126 112  85]
  [122 108  81]
  [118 104  77]
  ...
  [ 42  42  42]
  [ 42  42  42]
  [ 42  42  42]]

 ...

 [[ 76  76  76]
  [ 76  76  76]
  [ 76  76  76]
  ...
  [ 20  20  20]
  [ 20  20  20]
  [ 19  19  19]]

 [[ 76  76  76]
  [ 76  76  76]
  [ 76  76  76]
  ...
  [ 20  20  20]
  [ 19  19  19]
  [ 19  19  19]]

 [[ 76  76  76]
  [ 76  76  76]
  [ 76  76  76]
  ...
  [ 19  19  19]
  [ 19  19  19]
  [ 18  18  18]]]"
55,13.jpg,988,413,29,161,"[[[125 111  84]
  [122 108  81]
  [117 103  76]
  ...
  [ 42  42  42]
  [ 42  42  42]
  [ 42  42  42]]

 [[125 111  84]
  [122 108  81]
  [117 103  76]
  ...
  [ 42  42  42]
  [ 42  42  42]
  [ 42  42  42]]

 [[126 112  85]
  [122 108  81]
  [118 104  77]
  ...
  [ 42  42  42]
  [ 42  42  42]
  [ 42  42  42]]

 ...

 [[ 76  76  76]
  [ 76  76  76]
  [ 76  76  76]
  ...
  [ 20  20  20]
  [ 20  20  20]
  [ 19  19  19]]

 [[ 76  76  76]
  [ 76  76  76]
  [ 76  76  76]
  ...
  [ 20  20  20]
  [ 19  19  19]
  [ 19  19  19]]

 [[ 76  76  76]
  [ 76  76  76]
  [ 76  76  76]
  ...
  [ 19  19  19]
  [ 19  19  19]
  [ 18  18  18]]]"
56,14.jpg,502,515,221,488,"[[[110  97 106]
  [113 100 109]
  [117 104 113]
  ...
  [ 74  69  66]
  [ 74  69  66]
  [ 74  69  66]]

 [[112  99 108]
  [114 101 110]
  [118 105 114]
  ...
  [ 74  69  66]
  [ 74  69  66]
  [ 74  69  66]]

 [[114 101 110]
  [116 103 112]
  [119 106 115]
  ...
  [ 75  70  67]
  [ 75  70  67]
  [ 75  70  67]]

 ...

 [[ 85  75  73]
  [ 84  74  72]
  [ 79  69  67]
  ...
  [ 71  65  65]
  [ 73  67  67]
  [ 74  68  68]]

 [[ 86  76  74]
  [ 83  73  71]
  [ 79  69  67]
  ...
  [ 72  66  66]
  [ 74  68  68]
  [ 75  69  69]]

 [[ 86  76  74]
  [ 83  73  71]
  [ 78  68  66]
  ...
  [ 72  66  66]
  [ 74  68  68]
  [ 75  69  69]]]"
57,14.jpg,676,534,38,34,"[[[110  97 106]
  [113 100 109]
  [117 104 113]
  ...
  [ 74  69  66]
  [ 74  69  66]
  [ 74  69  66]]

 [[112  99 108]
  [114 101 110]
  [118 105 114]
  ...
  [ 74  69  66]
  [ 74  69  66]
  [ 74  69  66]]

 [[114 101 110]
  [116 103 112]
  [119 106 115]
  ...
  [ 75  70  67]
  [ 75  70  67]
  [ 75  70  67]]

 ...

 [[ 85  75  73]
  [ 84  74  72]
  [ 79  69  67]
  ...
  [ 71  65  65]
  [ 73  67  67]
  [ 74  68  68]]

 [[ 86  76  74]
  [ 83  73  71]
  [ 79  69  67]
  ...
  [ 72  66  66]
  [ 74  68  68]
  [ 75  69  69]]

 [[ 86  76  74]
  [ 83  73  71]
  [ 78  68  66]
  ...
  [ 72  66  66]
  [ 74  68  68]
  [ 75  69  69]]]"
58,14.jpg,774,361,77,111,"[[[110  97 106]
  [113 100 109]
  [117 104 113]
  ...
  [ 74  69  66]
  [ 74  69  66]
  [ 74  69  66]]

 [[112  99 108]
  [114 101 110]
  [118 105 114]
  ...
  [ 74  69  66]
  [ 74  69  66]
  [ 74  69  66]]

 [[114 101 110]
  [116 103 112]
  [119 106 115]
  ...
  [ 75  70  67]
  [ 75  70  67]
  [ 75  70  67]]

 ...

 [[ 85  75  73]
  [ 84  74  72]
  [ 79  69  67]
  ...
  [ 71  65  65]
  [ 73  67  67]
  [ 74  68  68]]

 [[ 86  76  74]
  [ 83  73  71]
  [ 79  69  67]
  ...
  [ 72  66  66]
  [ 74  68  68]
  [ 75  69  69]]

 [[ 86  76  74]
  [ 83  73  71]
  [ 78  68  66]
  ...
  [ 72  66  66]
  [ 74  68  68]
  [ 75  69  69]]]"
59,14.jpg,726,493,72,70,"[[[110  97 106]
  [113 100 109]
  [117 104 113]
  ...
  [ 74  69  66]
  [ 74  69  66]
  [ 74  69  66]]

 [[112  99 108]
  [114 101 110]
  [118 105 114]
  ...
  [ 74  69  66]
  [ 74  69  66]
  [ 74  69  66]]

 [[114 101 110]
  [116 103 112]
  [119 106 115]
  ...
  [ 75  70  67]
  [ 75  70  67]
  [ 75  70  67]]

 ...

 [[ 85  75  73]
  [ 84  74  72]
  [ 79  69  67]
  ...
  [ 71  65  65]
  [ 73  67  67]
  [ 74  68  68]]

 [[ 86  76  74]
  [ 83  73  71]
  [ 79  69  67]
  ...
  [ 72  66  66]
  [ 74  68  68]
  [ 75  69  69]]

 [[ 86  76  74]
  [ 83  73  71]
  [ 78  68  66]
  ...
  [ 72  66  66]
  [ 74  68  68]
  [ 75  69  69]]]"
60,15.jpg,243,151,110,313,"[[[198 181 174]
  [199 182 175]
  [199 182 175]
  ...
  [135 134 140]
  [134 133 139]
  [133 132 138]]

 [[200 183 176]
  [200 183 176]
  [201 184 177]
  ...
  [135 134 140]
  [134 133 139]
  [133 132 138]]

 [[200 183 176]
  [201 184 177]
  [202 185 178]
  ...
  [134 133 139]
  [133 132 138]
  [133 132 138]]

 ...

 [[ 89  79  78]
  [ 88  78  77]
  [ 92  78  78]
  ...
  [ 55  43  47]
  [ 53  41  45]
  [ 49  37  41]]

 [[ 92  82  81]
  [ 92  82  81]
  [ 96  82  82]
  ...
  [ 57  45  49]
  [ 55  43  47]
  [ 52  40  44]]

 [[ 97  87  86]
  [ 95  85  84]
  [ 99  85  85]
  ...
  [ 58  46  50]
  [ 57  45  49]
  [ 53  41  45]]]"
61,16.jpg,430,308,163,428,"[[[ 8 10  9]
  [ 5  7  6]
  [ 3  5  4]
  ...
  [89 93 96]
  [85 90 94]
  [78 83 87]]

 [[ 8 10  9]
  [ 5  7  6]
  [ 3  5  4]
  ...
  [86 90 93]
  [82 87 91]
  [75 80 84]]

 [[ 7  9  8]
  [ 6  8  7]
  [ 4  6  5]
  ...
  [86 90 93]
  [80 85 89]
  [74 79 83]]

 ...

 [[12 12 14]
  [10 10 12]
  [ 9  9 11]
  ...
  [36 38 25]
  [35 39 25]
  [36 40 26]]

 [[12 12 14]
  [11 11 13]
  [ 9  9 11]
  ...
  [35 39 25]
  [35 39 25]
  [36 40 26]]

 [[13 13 15]
  [11 11 13]
  [ 9  9 11]
  ...
  [36 40 26]
  [35 39 25]
  [36 40 26]]]"
62,16.jpg,392,769,132,127,"[[[ 8 10  9]
  [ 5  7  6]
  [ 3  5  4]
  ...
  [89 93 96]
  [85 90 94]
  [78 83 87]]

 [[ 8 10  9]
  [ 5  7  6]
  [ 3  5  4]
  ...
  [86 90 93]
  [82 87 91]
  [75 80 84]]

 [[ 7  9  8]
  [ 6  8  7]
  [ 4  6  5]
  ...
  [86 90 93]
  [80 85 89]
  [74 79 83]]

 ...

 [[12 12 14]
  [10 10 12]
  [ 9  9 11]
  ...
  [36 38 25]
  [35 39 25]
  [36 40 26]]

 [[12 12 14]
  [11 11 13]
  [ 9  9 11]
  ...
  [35 39 25]
  [35 39 25]
  [36 40 26]]

 [[13 13 15]
  [11 11 13]
  [ 9  9 11]
  ...
  [36 40 26]
  [35 39 25]
  [36 40 26]]]"
63,16.jpg,3,889,84,68,"[[[ 8 10  9]
  [ 5  7  6]
  [ 3  5  4]
  ...
  [89 93 96]
  [85 90 94]
  [78 83 87]]

 [[ 8 10  9]
  [ 5  7  6]
  [ 3  5  4]
  ...
  [86 90 93]
  [82 87 91]
  [75 80 84]]

 [[ 7  9  8]
  [ 6  8  7]
  [ 4  6  5]
  ...
  [86 90 93]
  [80 85 89]
  [74 79 83]]

 ...

 [[12 12 14]
  [10 10 12]
  [ 9  9 11]
  ...
  [36 38 25]
  [35 39 25]
  [36 40 26]]

 [[12 12 14]
  [11 11 13]
  [ 9  9 11]
  ...
  [35 39 25]
  [35 39 25]
  [36 40 26]]

 [[13 13 15]
  [11 11 13]
  [ 9  9 11]
  ...
  [36 40 26]
  [35 39 25]
  [36 40 26]]]"
64,16.jpg,517,401,134,140,"[[[ 8 10  9]
  [ 5  7  6]
  [ 3  5  4]
  ...
  [89 93 96]
  [85 90 94]
  [78 83 87]]

 [[ 8 10  9]
  [ 5  7  6]
  [ 3  5  4]
  ...
  [86 90 93]
  [82 87 91]
  [75 80 84]]

 [[ 7  9  8]
  [ 6  8  7]
  [ 4  6  5]
  ...
  [86 90 93]
  [80 85 89]
  [74 79 83]]

 ...

 [[12 12 14]
  [10 10 12]
  [ 9  9 11]
  ...
  [36 38 25]
  [35 39 25]
  [36 40 26]]

 [[12 12 14]
  [11 11 13]
  [ 9  9 11]
  ...
  [35 39 25]
  [35 39 25]
  [36 40 26]]

 [[13 13 15]
  [11 11 13]
  [ 9  9 11]
  ...
  [36 40 26]
  [35 39 25]
  [36 40 26]]]"
65,17.jpg,339,378,125,154,"[[[ 45  34  42]
  [ 47  36  44]
  [ 48  37  45]
  ...
  [ 16  10  24]
  [ 19  13  27]
  [ 21  15  29]]

 [[ 46  35  43]
  [ 48  37  45]
  [ 49  38  46]
  ...
  [ 17  11  25]
  [ 19  13  27]
  [ 21  15  29]]

 [[ 48  37  45]
  [ 49  38  46]
  [ 51  40  48]
  ...
  [ 17  11  25]
  [ 18  12  26]
  [ 20  14  28]]

 ...

 [[134 105 109]
  [135 106 110]
  [135 106 108]
  ...
  [ 20  12  25]
  [ 21  13  26]
  [ 22  14  27]]

 [[129 100 104]
  [131 102 106]
  [133 104 106]
  ...
  [ 21  13  26]
  [ 22  14  27]
  [ 22  14  27]]

 [[134 105 109]
  [136 107 111]
  [140 111 113]
  ...
  [ 23  15  28]
  [ 23  15  28]
  [ 22  14  27]]]"
